strain;date;country;clade
hCoV-19/SouthAfrica/NICD-N17557/2021;04/09/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-N2691/2021;06/01/2021;South Africa;20I (Alpha, V1)
hCoV-19/SouthAfrica/NICD-N5028/2021;31/03/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-N5953/2021;28/04/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-N6530/2021;18/03/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-N8283/2021;18/04/2021;South Africa;20B
hCoV-19/SouthAfrica/NICD-R04477/2021;01/04/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/NICD-R09879/2021;30/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/NICD-R10196/2021;06/07/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-R10554/2021;13/07/2021;South Africa;21A (Delta)
hCoV-19/SouthAfrica/NICD-R12154/2021;13/08/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/NICD-R15813/2020;20/08/2020;South Africa;20B
hCoV-19/SouthAfrica/PFE_00008/2020;23/12/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/R09085/2020;28/04/2020;South Africa;19A
hCoV-19/SouthAfrica/R09103/2020;28/04/2020;South Africa;19A
hCoV-19/SouthAfrica/R10519/2020;08/06/2020;South Africa;20B
hCoV-19/SouthAfrica/Tygerberg_115/2020;23/04/2020;South Africa;20B
hCoV-19/SouthAfrica/Tygerberg_1219/2021;25/06/2021;South Africa;21I (Delta)
hCoV-19/SouthAfrica/Tygerberg_198/2020;06/05/2020;South Africa;20A
hCoV-19/SouthAfrica/Tygerberg_2684/2021;02/05/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/Tygerberg_2748/2021;19/09/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/Tygerberg_2826/2021;02/10/2021;South Africa;21J (Delta)
hCoV-19/SouthAfrica/Tygerberg_467/2020;20/07/2020;South Africa;20A
hCoV-19/SouthAfrica/Tygerberg_492/2020;27/11/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/UP-K012844-KRISP/2021;08/01/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/VIDA-KRISP-K010605/2020;02/10/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/VIDA-KRISP-K011461/2021;15/02/2021;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/VIDA-KRISP-K012485/2020;09/09/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/VIDA-KRISP-K012919/2020;15/09/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/VIDA-KRISP-K012945/2020;25/09/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/VIDA-KRISP-K012966/2020;02/11/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthAfrica/VIDA-KRISP-V001015/2020;11/12/2020;South Africa;20H (Beta, V2)
hCoV-19/SouthKorea/KCDC2294/2020;21/05/2020;South Korea;20C
hCoV-19/SouthKorea/KCDC2558/2020;24/06/2020;South Korea;20B
hCoV-19/SouthKorea/KDCA0676/2020;17/08/2020;South Korea;20C
hCoV-19/SouthKorea/KDCA0707/2020;19/08/2020;South Korea;20C
hCoV-19/SouthKorea/KDCA10630/2021;24/08/2021;South Korea;21I (Delta)
hCoV-19/SouthKorea/KDCA10762/2021;25/08/2021;South Korea;21I (Delta)
hCoV-19/SouthKorea/KDCA11438/2021;25/01/2021;South Korea;20C
hCoV-19/SouthKorea/KDCA12845/2021;01/09/2021;South Korea;20A
hCoV-19/SouthKorea/KDCA1386/2020;28/10/2020;South Korea;20C
hCoV-19/SouthKorea/KDCA3004/2021;06/04/2021;South Korea;20C
hCoV-19/SouthKorea/KDCA6112/2021;24/06/2021;South Korea;20A
hCoV-19/SouthKorea/KDCA6573/2021;05/07/2021;South Korea;21I (Delta)
hCoV-19/SouthKorea/KDCA6742/2021;07/07/2021;South Korea;20A
hCoV-19/SouthSudan/UG686/2021;22/06/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG688/2021;23/07/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG690/2021;29/06/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG694/2021;20/07/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG696/2021;14/07/2021;South Sudan;21A (Delta)
hCoV-19/SouthSudan/UG700/2021;30/06/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG702/2021;24/07/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG703/2021;24/07/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG704/2021;05/07/2021;South Sudan;21A (Delta)
hCoV-19/SouthSudan/UG706/2021;23/06/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG708/2021;17/07/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG711/2021;06/07/2021;South Sudan;21J (Delta)
hCoV-19/SouthSudan/UG713/2021;21/05/2021;South Sudan;21A (Delta)
hCoV-19/Spain/CL-COV06142/2021;26/06/2021;Spain;20H (Beta, V2)
hCoV-19/Spain/GA-CHUVI-34076005/2021;29/06/2021;Spain;21A (Delta)
hCoV-19/SriLanka/aicbu582/2021;29/06/2021;Sri Lanka;21I (Delta)
hCoV-19/SriLanka/aicbu709/2021;24/07/2021;Sri Lanka;21I (Delta)
hCoV-19/SriLanka/CA86899/2021;27/01/2021;Sri Lanka;20C
hCoV-19/SriLanka/CDR194/2020;22/03/2020;Sri Lanka;20B
hCoV-19/SriLanka/CDR-KK224/2020;21/07/2020;Sri Lanka;20C
hCoV-19/SriLanka/CDR-KK57/2020;21/07/2020;Sri Lanka;20C
hCoV-19/SriLanka/KDU0107/2020;23/04/2020;Sri Lanka;20C
hCoV-19/SriLanka/KDU0115/2020;23/04/2020;Sri Lanka;20C
hCoV-19/SriLanka/VAC01/2021;06/02/2021;Sri Lanka;20C
hCoV-19/Sudan/N6774/2020;04/06/2020;Sudan;20C
hCoV-19/Suriname/SR-05/2020;07/05/2020;Suriname;20A
hCoV-19/Suriname/SR-112/2021;20/01/2021;Suriname;20B
hCoV-19/Suriname/SR-25/2020;25/06/2020;Suriname;20A
hCoV-19/Suriname/SR-392/2021;21/06/2021;Suriname;20J (Gamma, V3)
hCoV-19/Suriname/SR-418/2021;25/06/2021;Suriname;20C
hCoV-19/Suriname/SR-445/2021;05/07/2021;Suriname;20I (Alpha, V1)
hCoV-19/Suriname/SR-466/2021;11/07/2021;Suriname;20J (Gamma, V3)
hCoV-19/Suriname/SR-491/2021;23/07/2021;Suriname;20J (Gamma, V3)
hCoV-19/Suriname/SR-532/2021;03/08/2021;Suriname;20I (Alpha, V1)
hCoV-19/Suriname/SR-542/2021;05/08/2021;Suriname;20J (Gamma, V3)
hCoV-19/Suriname/SR-595/2021;20/08/2021;Suriname;21J (Delta)
hCoV-19/Suriname/SR-637/2021;01/09/2021;Suriname;21J (Delta)
hCoV-19/Suriname/SR-665/2021;08/09/2021;Suriname;21J (Delta)
hCoV-19/Suriname/SR-RIVM-22498/2021;18/02/2021;Suriname;20B
hCoV-19/Sweden/10093775/2021;21/06/2021;Sweden;21I (Delta)
hCoV-19/Sweden/20-08969/2020;04/08/2020;Sweden;20B
hCoV-19/Sweden/20-52289/2020;06/07/2020;Sweden;20C
hCoV-19/Sweden/20-52697/2020;24/08/2020;Sweden;20B
hCoV-19/Sweden/2876141063/2021;22/06/2021;Sweden;21J (Delta)
hCoV-19/Sweden/4084597264/2021;27/06/2021;Sweden;20J (Gamma, V3)
hCoV-19/Switzerland/BE-SRO-500003_2486/2021;15/09/2021;Switzerland;21J (Delta)
hCoV-19/Switzerland/SG-UHB-0717532000/2020;25/12/2020;Switzerland;20A
hCoV-19/Tahiti/HCL021013275301/2020;21/12/2020;French Polynesia;20A
hCoV-19/Tahiti/HCL021013314001/2021;06/01/2021;French Polynesia;20A
hCoV-19/Taiwan/CGMH-CGU-85/2021;24/07/2021;Taiwan;20I (Alpha, V1)
hCoV-19/Taiwan/TSGH-47/2021;09/09/2021;Taiwan;21J (Delta)
hCoV-19/Thailand/Bangkok-CONI-0149/2020;15/03/2020;Thailand;20C
hCoV-19/Thailand/Bangkok-CONI-0327/2020;08/12/2020;Thailand;20B
hCoV-19/Thailand/DMSc-00090/2021;13/04/2021;Thailand;20I (Alpha, V1)
hCoV-19/Thailand/DMSc-02169/2021;22/06/2021;Thailand;21A (Delta)
hCoV-19/Thailand/PathumThani-CONI-0525/2021;11/02/2021;Thailand;20A
hCoV-19/Thailand/SI201712-NT/2020;03/02/2020;Thailand;19A
hCoV-19/Timor-Leste/TL1011/2021;08/01/2021;Timor-Leste;21J (Delta)
hCoV-19/Timor-Leste/TL402/2021;24/04/2021;Timor-Leste;20A
hCoV-19/Timor-Leste/TL811/2021;06/07/2021;Timor-Leste;20A
hCoV-19/Timor-Leste/TL835/2021;05/01/2021;Timor-Leste;20A
hCoV-19/Timor-Leste/TL849/2021;29/04/2021;Timor-Leste;20A
hCoV-19/Timor-Leste/TL944/2021;06/05/2021;Timor-Leste;20A
hCoV-19/Togo/BMC-50041-20/2020;29/09/2020;Togo;20A
hCoV-19/Togo/C4500/2020;09/12/2020;Togo;20A
hCoV-19/Togo/C6231/2021;03/02/2021;Togo;20I (Alpha, V1)
hCoV-19/Togo/IBMC-736-20/2020;02/04/2020;Togo;20C
hCoV-19/Togo/NMIMR-21-TGS-297/2021;22/06/2021;Togo;21A (Delta)
hCoV-19/Togo/NMIMR-21-TGS-299/2021;28/06/2021;Togo;21A (Delta)
hCoV-19/Togo/NMIMR-21-TGS-308/2021;25/06/2021;Togo;21A (Delta)
hCoV-19/Togo/NMIMR-21-TGS-312/2021;28/06/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-315/2021;28/06/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-320/2021;28/06/2021;Togo;20B
hCoV-19/Togo/NMIMR-21-TGS-324/2021;29/06/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-329/2021;30/06/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-330/2021;30/06/2021;Togo;20B
hCoV-19/Togo/NMIMR-21-TGS-331/2021;30/06/2021;Togo;21A (Delta)
hCoV-19/Togo/NMIMR-21-TGS-363/2021;06/07/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-380/2021;21/07/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-381/2021;22/07/2021;Togo;21A (Delta)
hCoV-19/Togo/NMIMR-21-TGS-382/2021;22/07/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-390/2021;28/07/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-393/2021;28/07/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-398/2021;28/07/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-428/2021;30/07/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-430/2021;30/07/2021;Togo;21J (Delta)
hCoV-19/Togo/NMIMR-21-TGS-432/2021;01/07/2021;Togo;21J (Delta)
hCoV-19/Togo/TGS4/2020;20/11/2020;Togo;20B
hCoV-19/TrinidadandTobago/39213/2020;27/10/2020;Trinidad and Tobago;20A
hCoV-19/TrinidadandTobago/48650/2021;26/06/2021;Trinidad and Tobago;20J (Gamma, V3)
hCoV-19/TrinidadandTobago/59819/2021;03/08/2021;Trinidad and Tobago;21J (Delta)
hCoV-19/TrinidadandTobago/60341/2021;23/03/2021;Trinidad and Tobago;20I (Alpha, V1)
hCoV-19/TrinidadandTobago/TT2238/2020;26/08/2020;Trinidad and Tobago;20A
hCoV-19/TrinidadandTobago/TT44048/2020;18/11/2020;Trinidad and Tobago;20A
hCoV-19/Tunisia/11-MHT_8/2020;13/09/2020;Tunisia;20B
hCoV-19/Tunisia/1821/2021;07/01/2021;Tunisia;20A
hCoV-19/Tunisia/2909/2020;02/03/2020;Tunisia;20A
hCoV-19/Tunisia/38266QC/2021;10/01/2021;Tunisia;20A
hCoV-19/Tunisia/40795/2021;28/01/2021;Tunisia;20A
hCoV-19/Tunisia/55439/2020;02/11/2020;Tunisia;20A
hCoV-19/Tunisia/61624/2020;23/11/2020;Tunisia;20B
hCoV-19/Tunisia/61627/2020;23/11/2020;Tunisia;20A
hCoV-19/Tunisia/6736/2020;31/03/2020;Tunisia;19A
hCoV-19/Tunisia/ADAGE-12622/2020;20/09/2020;Tunisia;20B
hCoV-19/Tunisia/ADAGE-17872/2020;14/10/2020;Tunisia;20C
hCoV-19/Tunisia/ADAGE-24776/2020;08/11/2020;Tunisia;20A
hCoV-19/Tunisia/MHT_1/2020;21/03/2020;Tunisia;20A
hCoV-19/Tunisia/NC9560/2020;31/12/2020;Tunisia;20A
hCoV-19/Tunisia/SP-0378/2021;08/03/2021;Tunisia;20A
hCoV-19/Turkey/HSGM-B16695/2021;16/06/2021;Turkey;20A
hCoV-19/Turkey/HSGM-B18477/2021;28/06/2021;Turkey;20A
hCoV-19/Turkey/HSGM-B18744/2021;28/06/2021;Turkey;21A (Delta)
hCoV-19/Turkey/HSGM-B19080/2021;29/06/2021;Turkey;21A (Delta)
hCoV-19/Turkey/HSGM-C2181/2021;07/07/2021;Turkey;21A (Delta)
hCoV-19/Turkey/HSGM-C4093/2021;08/07/2021;Turkey;21A (Delta)
hCoV-19/Turkey/HSGM-D6436/2021;16/08/2021;Turkey;21J (Delta)
hCoV-19/Turkey/IST-GLAB-064/2020;22/04/2020;Turkey;20B
hCoV-19/Uganda/CERI-UVRI-K022866/2021;05/08/2021;Uganda;21J (Delta)
hCoV-19/Uganda/CERI-UVRI-K022876/2021;11/08/2021;Uganda;21J (Delta)
hCoV-19/Uganda/CERI-UVRI-K022877/2021;12/08/2021;Uganda;21J (Delta)
hCoV-19/Uganda/CERI-UVRI-K023043/2021;30/07/2021;Uganda;21J (Delta)
hCoV-19/Uganda/CERI-UVRI-K023587/2021;03/08/2021;Uganda;21J (Delta)
hCoV-19/Uganda/CERI-UVRI-K023595/2021;31/07/2021;Uganda;21J (Delta)
hCoV-19/Uganda/CERI-UVRI-K023596/2021;09/08/2021;Uganda;21J (Delta)
hCoV-19/Uganda/MAKCHScov19/2020;22/10/2020;Uganda;20A
hCoV-19/Uganda/MAKCHScov25/2021;19/01/2021;Uganda;20A
hCoV-19/Uganda/MAKCHScov8/2021;19/02/2021;Uganda;20A
hCoV-19/Uganda/UG045/2020;24/07/2020;Uganda;20A
hCoV-19/Uganda/UG049/2020;07/05/2020;Uganda;20C
hCoV-19/Uganda/UG068/2020;26/08/2020;Uganda;20A
hCoV-19/Uganda/UG371/2021;23/02/2021;Uganda;20B
hCoV-19/Uganda/UG373/2021;23/02/2021;Uganda;20B
hCoV-19/Uganda/UG516/2021;08/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG595/2021;03/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG613/2021;23/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG615/2021;24/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG616/2021;24/06/2021;Uganda;21A (Delta)
hCoV-19/Uganda/UG621/2021;01/07/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG626/2021;23/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG628/2021;23/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG629/2021;23/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG631/2021;24/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG633/2021;24/06/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG671/2021;05/07/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG681/2021;11/07/2021;Uganda;21J (Delta)
hCoV-19/Uganda/UG716/2021;31/05/2021;Uganda;21J (Delta)
hCoV-19/Ukraine/06-62592-1/2021;26/06/2021;Ukraine;20B
hCoV-19/Ukraine/52-62364/2021;21/06/2021;Ukraine;20I (Alpha, V1)
hCoV-19/UnitedArabEmirates/2588/2020;19/08/2020;United Arab Emirates;20B
hCoV-19/UnitedArabEmirates/4274/2020;27/12/2020;United Arab Emirates;20I (Alpha, V1)
hCoV-19/UnitedArabEmirates/AZ-USAFSAM-S4144/2021;23/06/2021;United Arab Emirates;21A (Delta)
hCoV-19/Uruguay/CUY16-003530-UYMO/2021;02/02/2021;Uruguay;20B
hCoV-19/Uruguay/CUY4-000435-UYRO/2021;31/03/2021;Uruguay;20B
hCoV-19/Uruguay/CUY6-000800-UYMO/2021;18/04/2021;Uruguay;20B
hCoV-19/Uruguay/RIV-M170/2020;20/07/2020;Uruguay;20B
hCoV-19/Uruguay/RT16-UYMO/2020;02/12/2020;Uruguay;20B
hCoV-19/Uruguay/RT19-UYMO/2020;14/09/2020;Uruguay;20B
hCoV-19/Uruguay/RT20-UYMO/2020;05/10/2020;Uruguay;20B
hCoV-19/Uruguay/UY-70/2020;25/04/2020;Uruguay;20A
hCoV-19/USA/AK-PHL10226/2021;12/07/2021;USA;21A (Delta)
hCoV-19/USA/AK-PHL9971/2021;25/06/2021;USA;21H (Mu)
hCoV-19/USA/AL-USAFSAM-S4064/2021;23/06/2021;USA;20I (Alpha, V1)
hCoV-19/USA/AZ-TG960281/2020;24/09/2020;USA;20A
hCoV-19/USA/CA-ALSR-1753/2020;18/05/2020;USA;20A
hCoV-19/USA/CA-CDC-LC0092061/2021;30/06/2021;USA;21I (Delta)
hCoV-19/USA/CO-CDC-FG-039502/2021;28/06/2021;USA;21J (Delta)
hCoV-19/USA/CT-Yale-464/2020;12/09/2020;USA;20C
hCoV-19/USA/CT-Yale-8900/2021;20/08/2021;USA;21J (Delta)
hCoV-19/USA/DC-DFS-PHL-0071/2020;12/05/2020;USA;20C
hCoV-19/USA/FL-BPHL-0190/2020;03/04/2020;USA;20C
hCoV-19/USA/FL-CDC-STM-P007/2020;19/12/2020;USA;20C
hCoV-19/USA/GA-CDC-QDX26400235/2021;30/06/2021;USA;20I (Alpha, V1)
hCoV-19/USA/GU-CDC-STM-000738077/2021;01/10/2021;Guam;21J (Delta)
hCoV-19/USA/HI-H200405/2020;07/07/2020;USA;20C
hCoV-19/USA/HI-H212380/2021;09/05/2021;USA;20I (Alpha, V1)
hCoV-19/USA/HI-H212390/2021;10/05/2021;USA;20J (Gamma, V3)
hCoV-19/USA/ID-IBL-614398/2020;02/04/2020;USA;20C
hCoV-19/USA/IL-IDPH-DEK-S-0002263/2020;17/09/2020;USA;20G
hCoV-19/USA/IN-SRL_254602760/2020;20/08/2020;USA;20A
hCoV-19/USA/KS-KHEL-0036/2020;02/04/2020;USA;20A
hCoV-19/USA/LA-CDC-LC0134132/2021;12/07/2021;USA;21J (Delta)
hCoV-19/USA/MA-Broad_UMMS-00222/2020;18/08/2020;USA;20C
hCoV-19/USA/MA-CDC-03038398-001/2020;29/01/2020;USA;19A
hCoV-19/USA/MA-CDCBI-CRSP_3VXB4P435XMGTL2D/2021;29/06/2021;USA;21I (Delta)
hCoV-19/USA/MA-CDCBI-CRSP_VD7QERU5NBH5LAEC/2021;15/07/2021;USA;21J (Delta)
hCoV-19/USA/MD-CDC-LC0084628/2021;22/06/2021;USA;21A (Delta)
hCoV-19/USA/MD-HP08177-PIDIOGAUBX/2020;24/07/2020;USA;20B
hCoV-19/USA/MD-HP08830-PIDYRDBCFO/2020;28/08/2020;USA;20A
hCoV-19/USA/MN-CDC-IBX437099397230/2021;30/04/2021;USA;20I (Alpha, V1)
hCoV-19/USA/MN-UMGC-4317/2021;21/06/2021;USA;21A (Delta)
hCoV-19/USA/MS-MSPHL-1/2021;28/06/2021;USA;21I (Delta)
hCoV-19/USA/MS-USAFSAM-S310/2020;19/08/2020;USA;20C
hCoV-19/USA/MT-BHDH-3749/2020;08/07/2020;USA;20B
hCoV-19/USA/MT-MTPHL-3831436/2021;30/06/2021;USA;21H (Mu)
hCoV-19/USA/NC-CDC-ASC210277644/2021;05/08/2021;USA;21I (Delta)
hCoV-19/USA/NC-UNC-LCCC0037/2020;13/06/2020;USA;20B
hCoV-19/USA/ND-NDDH-0025/2020;18/03/2020;USA;20C
hCoV-19/USA/ND-NDDH-3383/2020;21/08/2020;USA;20A
hCoV-19/USA/NE-5406/2021;02/02/2021;USA;20B
hCoV-19/USA/NE-MP_NCOV20-20207/2020;28/05/2020;USA;20C
hCoV-19/USA/NE-NCOV21-23485/2021;23/06/2021;USA;21J (Delta)
hCoV-19/USA/NH-CDC-LC0089763/2021;29/06/2021;USA;21H (Mu)
hCoV-19/USA/NJ-CDC-ASC210110736/2021;21/06/2021;USA;21H (Mu)
hCoV-19/USA/NJ-CDC-LC0146434/2021;28/07/2021;USA;21A (Delta)
hCoV-19/USA/NM-NMDOH-2021182675/2021;23/09/2021;USA;21I (Delta)
hCoV-19/USA/NV-CDC-LC0085163/2021;21/06/2021;USA;21H (Mu)
hCoV-19/USA/NV-NSPHL-A0097/2020;14/04/2020;USA;20C
hCoV-19/USA/NV-NSPHL-A0205/2020;02/06/2020;USA;20B
hCoV-19/USA/NY-CDCBI-CRSP_3YB32XRIMUGZL7KH/2021;31/08/2021;USA;21I (Delta)
hCoV-19/USA/NY-MSHSPSP-PV17621/2020;31/08/2020;USA;20B
hCoV-19/USA/OH-CDC-ASC210154382/2021;27/06/2021;USA;21I (Delta)
hCoV-19/USA/OH-ODH-SC0021848/2020;22/03/2020;USA;20A
hCoV-19/USA/OH-ODH-SC0059547/2020;16/07/2020;USA;20B
hCoV-19/USA/OK-ADDL-04/2020;27/05/2020;USA;20B
hCoV-19/USA/OK-CDC-2-4634480/2021;22/06/2021;USA;21J (Delta)
hCoV-19/USA/OK-QDX-26157137/2021;23/06/2021;USA;21J (Delta)
hCoV-19/USA/OR-OHSU-212310703/2021;30/06/2021;USA;20I (Alpha, V1)
hCoV-19/USA/PA-Jefferson_COVIDSeq14_07/2021;22/06/2021;USA;21J (Delta)
hCoV-19/USA/PA-MGEL-00290/2020;15/05/2020;USA;20C
hCoV-19/USA/RI-Broad_RIDOH-00198/2021;21/01/2021;USA;20C
hCoV-19/USA/RI-CDCBI-CRSP_3QQJG6DILLYMBZ5Y/2021;02/09/2021;USA;21J (Delta)
hCoV-19/USA/RI-CDCBI-RIDOH_2XFX4NZOLK4WD3AU/2021;07/10/2021;USA;21J (Delta)
hCoV-19/USA/RI-RKL_006_20-053948_Mako_Medical/2020;15/06/2020;USA;20A
hCoV-19/USA/SD-CDC-2-4611089/2021;21/06/2021;USA;21J (Delta)
hCoV-19/USA/TN-CDC-ASC210110574/2021;21/06/2021;USA;20I (Alpha, V1)
hCoV-19/USA/VA-DCLS-0568/2020;18/03/2020;USA;20B
hCoV-19/USA/VA-DCLS-2323/2020;27/10/2020;USA;20A
hCoV-19/USA/VA-DCLS-7921/2021;11/08/2021;USA;21A (Delta)
hCoV-19/USA/VI-Yale-6039/2021;24/06/2021;U.S. Virgin Islands;21J (Delta)
hCoV-19/USA/VT-CDC-2-4044523/2020;07/06/2020;USA;20A
hCoV-19/USA/VT-CDCBI-CRSP_QNTTJRNPO77RBIAP/2021;25/06/2021;USA;21A (Delta)
hCoV-19/USA/VT-UW-MAYO49/2020;23/03/2020;USA;20C
hCoV-19/USA/WI-UW-46/2020;22/03/2020;USA;20A
hCoV-19/USA/WI-UW-5355/2021;24/06/2021;USA;20I (Alpha, V1)
hCoV-19/USA/WI-UW-648/2020;26/06/2020;USA;20A
hCoV-19/USA/WI-WSLH-216261/2021;19/07/2021;USA;21A (Delta)
hCoV-19/USA/WV-CDC-ASC210327554/2021;19/09/2021;USA;21J (Delta)
hCoV-19/USA/WV-WVU-WV118930/2020;14/10/2020;USA;20C
hCoV-19/USA/WY-WYPHL-20010570/2020;24/04/2020;USA;20C
hCoV-19/USA/WY-WYPHL-21062292/2021;18/08/2021;USA;21A (Delta)
hCoV-19/Uzbekistan/345/2021;25/06/2021;Uzbekistan;21J (Delta)
hCoV-19/Vanuatu/VAN002/2021;26/03/2021;Vanuatu;20A
hCoV-19/Venezuela/12MZ/2020;22/05/2020;Venezuela;20A
hCoV-19/Venezuela/Bar6904/2021;03/07/2021;Venezuela;21H (Mu)
hCoV-19/Venezuela/Bar7076/2021;03/07/2021;Venezuela;20A
hCoV-19/Venezuela/Bar7126/2021;03/07/2021;Venezuela;20I (Alpha, V1)
hCoV-19/Venezuela/Mir761/2021;08/04/2021;Venezuela;20J (Gamma, V3)
hCoV-19/Venezuela/VEN-95072/2020;09/04/2020;Venezuela;20A
hCoV-19/Vietnam/NHTD-OUCRU1122/2021;06/09/2021;Vietnam;21I (Delta)
hCoV-19/Vietnam/VN6037/2021;05/05/2021;Vietnam;21I (Delta)
hCoV-19/Vietnam/VNHN_4189/2020;02/04/2020;Vietnam;20B
hCoV-19/Vietnam/VNHN_4851/2020;09/04/2020;Vietnam;20B
hCoV-19/Wales/PHWC-PYMWT3/2021;29/06/2021;United Kingdom;21J (Delta)
hCoV-19/Yunnan/YN-05/2021;04/07/2021;China;21I (Delta)
hCoV-19/Yunnan/YN-08/2021;27/06/2021;China;21A (Delta)
hCoV-19/Yunnan/YN-12/2021;27/06/2021;China;21A (Delta)
hCoV-19/Zambia/ZMB-106861/2021;25/06/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-107116/2021;27/06/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-107172/2021;25/06/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-107431/2021;27/06/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-108404/2021;30/06/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-108438/2021;30/06/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-108443/2021;30/06/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-108452/2021;30/06/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-108722/2021;05/07/2021;Zambia;21I (Delta)
hCoV-19/Zambia/ZMB-108728/2021;05/07/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-108730/2021;05/07/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-109069/2021;08/07/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-110061/2021;19/03/2021;Zambia;20H (Beta, V2)
hCoV-19/Zambia/ZMB-111472/2021;16/07/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-112718/2021;21/07/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-116107/2021;14/07/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-116130/2021;03/08/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-119146/2021;31/08/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-119149/2021;02/09/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-119160/2021;02/09/2021;Zambia;21J (Delta)
hCoV-19/Zambia/ZMB-21448/2020;04/06/2020;Zambia;20A
hCoV-19/Zambia/ZMB-24445/2020;04/06/2020;Zambia;20B
hCoV-19/Zambia/ZMB-24505/2020;04/06/2020;Zambia;20B
hCoV-19/Zambia/ZMB-349/2020;27/03/2020;Zambia;19A
hCoV-19/Zambia/ZMB-42393/2020;08/05/2020;Zambia;20B
hCoV-19/Zambia/ZMB-69167/2020;16/12/2020;Zambia;20H (Beta, V2)
hCoV-19/Zambia/ZMB-76795/2021;11/01/2021;Zambia;20H (Beta, V2)
